"Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","city_state","Agency_Type","city_state_id"
"Hanover",0,1,2,7,3,71,4,2025,1,"VA","Hanover,VA","County","Hanover,VA,County"
"Harrisonburg",0,0,2,7,1,30,0,2025,1,"VA","Harrisonburg,VA","City","Harrisonburg,VA,City"
"Haverford",0,0,0,0,2,33,0,2025,1,"PA","Haverford,PA","City","Haverford,PA,City"
"Haverhill",0,0,0,14,6,35,0,2025,1,"MA","Haverhill,MA","City","Haverhill,MA,City"
"Henrico",0,1,20,11,24,505,31,2025,1,"VA","Henrico,VA","County","Henrico,VA,County"
"Kalamazoo",NA,NA,NA,NA,NA,NA,NA,2024,12,"MI","Kalamazoo,MI","City","Kalamazoo,MI,City"
"Kalamazoo",0,2,2,21,26,106,13,2024,11,"MI","Kalamazoo,MI","County","Kalamazoo,MI,County"
"Kent",0,12,0,22,11,159,10,2024,11,"MI","Kent,MI","County","Kent,MI,County"
"Kentwood",0,2,1,8,12,50,7,2024,12,"MI","Kentwood,MI","City","Kentwood,MI,City"
"Knox",0,7,2,31,30,107,34,2024,12,"TN","Knox,TN","County","Knox,TN,County"
"Lansing",1,8,12,75,28,102,33,2024,12,"MI","Lansing,MI","City","Lansing,MI,City"
"Lawrence",0,0,0,21,5,54,16,2025,1,"MA","Lawrence,MA","City","Lawrence,MA,City"
"Livonia",0,1,1,6,8,70,11,2024,12,"MI","Livonia,MI","City","Livonia,MI,City"
"Loudoun",NA,NA,NA,NA,NA,NA,NA,2025,1,"VA","Loudoun,VA","County","Loudoun,VA,County"
"Lowell",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Lowell,MA","City","Lowell,MA,City"
"Lynchburg",1,4,3,8,10,60,9,2025,1,"VA","Lynchburg,VA","City","Lynchburg,VA,City"
"Lynn",0,1,0,28,8,44,11,2025,1,"MA","Lynn,MA","City","Lynn,MA,City"
"Macomb",0,4,2,8,3,51,14,2024,11,"MI","Macomb,MI","County","Macomb,MI,County"
"Malden",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Malden,MA","City","Malden,MA,City"
"Medford",0,3,2,8,0,25,6,2025,1,"MA","Medford,MA","City","Medford,MA,City"
"Methuen",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Methuen,MA","City","Methuen,MA,City"
"Millcreek",0,0,0,8,4,21,1,2025,1,"PA","Millcreek,PA","City","Millcreek,PA,City"
"New Bedford",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","New Bedford,MA","City","New Bedford,MA,City"
"Newport News",0,5,12,81,34,259,59,2025,1,"VA","Newport News,VA","City","Newport News,VA,City"
"Newton",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Newton,MA","City","Newton,MA,City"
"Norfolk",2,3,19,75,40,536,51,2025,1,"VA","Norfolk,VA","City","Norfolk,VA,City"
"Novi",0,1,0,4,4,19,3,2024,12,"MI","Novi,MI","City","Novi,MI,City"
"Ottawa",NA,NA,NA,NA,NA,NA,NA,2024,11,"MI","Ottawa,MI","County","Ottawa,MI,County"
"Peabody",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Peabody,MA","City","Peabody,MA,City"
"Plymouth",0,1,0,15,1,27,0,2025,1,"MA","Plymouth,MA","City","Plymouth,MA,City"
"Portsmouth",1,1,8,40,19,196,18,2025,1,"VA","Portsmouth,VA","City","Portsmouth,VA,City"
"Prince William",0,2,4,17,9,348,51,2025,1,"VA","Prince William,VA","County","Prince William,VA,County"
"Quincy",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Quincy,MA","City","Quincy,MA,City"
"Revere",0,3,1,16,4,54,2,2025,1,"MA","Revere,MA","City","Revere,MA,City"
"Riverside",0,NA,23,72,77,406,97,2025,1,"CA","Riverside,CA","City","Riverside,CA,City"
"Roanoke",0,4,6,28,26,128,16,2025,1,"VA","Roanoke,VA","City","Roanoke,VA,City"
"Royal Oak",0,0,1,9,2,36,5,2024,12,"MI","Royal Oak,MI","City","Royal Oak,MI,City"
"Rutherford",0,1,0,11,6,19,2,2024,12,"TN","Rutherford,TN","County","Rutherford,TN,County"
"San Bernardino",4,7,50,84,97,315,107,2025,1,"CA","San Bernardino,CA","City","San Bernardino,CA,City"
"Shelby Township",0,0,0,4,2,24,4,2024,12,"MI","Shelby Township,MI","City","Shelby Township,MI,City"
"Shelby",1,3,5,45,21,160,53,2024,12,"TN","Shelby,TN","County","Shelby,TN,County"
"Somerville",0,4,2,7,9,89,7,2025,1,"MA","Somerville,MA","City","Somerville,MA,City"
"Southfield",0,2,0,21,24,110,43,2024,12,"MI","Southfield,MI","City","Southfield,MI,City"
"Spotsylvania",0,2,0,14,3,74,4,2025,1,"VA","Spotsylvania,VA","County","Spotsylvania,VA,County"
"Springfield",2,5,21,72,45,228,76,2025,1,"MA","Springfield,MA","City","Springfield,MA,City"
"St. Clair Shores",0,1,1,3,6,41,9,2024,12,"MI","St. Clair Shores,MI","City","St. Clair Shores,MI,City"
"Stafford",0,3,3,13,9,74,1,2025,1,"VA","Stafford,VA","County","Stafford,VA,County"
"Sterling Heights",0,4,3,16,11,116,23,2024,12,"MI","Sterling Heights,MI","City","Sterling Heights,MI,City"
"Suffolk",0,1,4,30,5,99,9,2025,1,"VA","Suffolk,VA","City","Suffolk,VA,City"
"Taunton",0,1,0,20,3,24,5,2025,1,"MA","Taunton,MA","City","Taunton,MA,City"
"Taylor",0,3,6,31,19,96,15,2024,12,"MI","Taylor,MI","City","Taylor,MI,City"
"Troy",0,3,0,7,9,93,5,2024,12,"MI","Troy,MI","City","Troy,MI,City"
"Virginia Beach",0,2,9,11,35,442,32,2025,1,"VA","Virginia Beach,VA","City","Virginia Beach,VA,City"
"Waltham",0,2,1,7,4,36,2,2025,1,"MA","Waltham,MA","City","Waltham,MA,City"
"Warren",2,3,4,29,23,130,35,2024,12,"MI","Warren,MI","City","Warren,MI,City"
"Washtenaw",0,3,4,34,10,50,19,2024,11,"MI","Washtenaw,MI","County","Washtenaw,MI,County"
"Waterford Township",0,1,0,8,3,26,5,2024,12,"MI","Waterford Township,MI","City","Waterford Township,MI,City"
"West Bloomfield Township",0,0,0,1,2,43,7,2024,12,"MI","West Bloomfield Township,MI","City","West Bloomfield Township,MI,City"
"Westland",0,2,2,17,7,55,15,2024,12,"MI","Westland,MI","City","Westland,MI,City"
"Westminster",0,6,13,17,34,158,15,2024,12,"CA","Westminster,CA","City","Westminster,CA,City"
"Weymouth",0,0,0,9,5,20,3,2025,1,"MA","Weymouth,MA","City","Weymouth,MA,City"
"Worcester",NA,NA,NA,NA,NA,NA,NA,2025,1,"MA","Worcester,MA","City","Worcester,MA,City"
"Wyoming",0,0,2,15,4,126,13,2024,12,"MI","Wyoming,MI","City","Wyoming,MI,City"
