"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State_ref","State"
"Allen,TX,City","Allen",0,5,5,5,11,67,4,2017,1,"Allen,TX","City",15,82,"Allen","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",114696,NA,NA,"Inferred Jan-Mar 2022 from annual average","","TX0430100","Allen",NA,"South","West South Central","allen","TX",113737,"city 100,000 thru 249,999",NA,NA,NA,NA,114696,"Allen, TX","City","TX","TX"
"Allentown,PA,City","Allentown",2,8,36,24,50,190,15,2017,1,"Allentown,PA","City",70,255,"Allentown","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",124782,NA,NA,"","","PA0390100","Allentown",NA,"Northeast","Middle Atlantic","allentown","PA",124599,"city 100,000 thru 249,999",NA,NA,NA,NA,124782,"Allentown, PA","City","PA","PA"
"Alpharetta,GA,City","Alpharetta",0,0,3,0,4,119,1,2017,1,"Alpharetta,GA","City",3,124,"Alpharetta","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67788,NA,NA,"","","GA0600400","Alpharetta",NA,"South","South Atlantic","alpharetta","GA",67788,"city 50,000 thru 99,999",NA,NA,NA,NA,68139,"Alpharetta, GA","City","GA","GA"
"Amarillo,TX,City","Amarillo",1,16,22,65,131,503,74,2017,1,"Amarillo,TX","City",104,708,"Amarillo","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",201684,NA,NA,"","","TX1880100","Amarillo",NA,"South","West South Central","amarillo","TX",105068,"city 100,000 thru 249,999",NA,NA,NA,NA,201684,"Amarillo, TX","City","TX","TX"
"Ames,IA,City","Ames",0,2,0,3,15,77,3,2017,1,"Ames,IA","City",5,95,"Ames","From IA","State UCR","Provided by Agency",67186,NA,NA,"","","IA0850100","Ames",NA,"Midwest","West North Central","ames","IA",65426,"city 50,000 thru 99,999",NA,NA,NA,NA,67186,"Ames, IA","City","IA","IA"
"Anaheim,CA,City","Anaheim",4,12,23,51,125,576,133,2017,1,"Anaheim,CA","City",90,834,"Anaheim","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",343147,NA,NA,"","","CA0300100","Anaheim",NA,"West","Pacific","anaheim","CA",338488,"city 250,000 thru 499,999",NA,NA,NA,NA,343147,"Anaheim, CA","City","CA","CA"
"Anderson,SC,County","Anderson",2,14,7,45,105,323,55,2017,1,"Anderson,SC","County",68,483,"Anderson","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",164574,NA,NA,"","","SC0040000","Anderson",NA,"South","South Atlantic","anderson","SC",172689,"msa-county 100,000+",NA,NA,NA,NA,164574,"Anderson, SC","County","SC","SC"
"Ankeny,IA,City","Ankeny",0,1,2,4,17,52,2,2017,1,"Ankeny,IA","City",7,71,"Ankeny","From IA","State UCR","Provided by Agency",74233,NA,NA,"","","IA0770100","Ankeny",NA,"Midwest","West North Central","ankeny","IA",76547,"city 50,000 thru 99,999",NA,NA,NA,NA,74233,"Ankeny, IA","City","IA","IA"
"Ann Arbor,MI,City","Ann Arbor",0,7,6,9,13,130,3,2017,1,"Ann Arbor,MI","City",22,146,"Ann Arbor","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",118072,NA,NA,"","","MI8121800","Ann Arbor",NA,"Midwest","East North Central","ann arbor","MI",118025,"city 100,000 thru 249,999",NA,NA,NA,NA,118072,"Ann Arbor, MI","City","MI","MI"
"Antioch,CA,City","Antioch",1,4,30,25,56,160,80,2017,1,"Antioch,CA","City",60,296,"Antioch","https://www.antiochca.gov/police/crime-statistics/","Agency Aggregated","Open Source",115271,NA,NA,"","","CA0070100","Antioch",NA,"West","Pacific","antioch","CA",117675,"city 100,000 thru 249,999",NA,NA,NA,NA,115271,"Antioch, CA","City","CA","CA"
"Apple Valley,MN,City","Apple Valley",5,0,0,9,8,61,3,2025,1,"Apple Valley,MN","City",14,72,"Apple Valley","https://cde.state.mn.us/","State UCR","Open Source",54995,NA,NA,"","","MN0191000","Apple Valley",NA,"Midwest","West North Central","apple valley","MN",55028,"city 50,000 thru 99,999",NA,NA,NA,NA,54995,"Apple Valley, MN","City","MN","MN"
"Arapahoe,CO,County","Arapahoe",0,8,2,7,23,110,28,2018,1,"Arapahoe,CO","County",17,161,"Arapahoe","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",104204,NA,NA,"","","CO0030000","Arapahoe",NA,"West","Mountain","arapahoe","CO",108211,"msa-county 100,000+",NA,NA,NA,NA,104204,"Arapahoe, CO","County","CO","CO"
"Arcadia,CA,City","Arcadia",0,0,7,1,51,88,6,2017,1,"Arcadia,CA","City",8,145,"Arcadia","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",53397,NA,NA,"","","CA0190200","Arcadia",NA,"West","Pacific","arcadia","CA",53397,"city 50,000 thru 99,999",NA,NA,NA,NA,54071,"Arcadia, CA","City","CA","CA"
"Arlington Heights,IL,City","Arlington Heights",0,1,2,3,7,58,2,2017,1,"Arlington Heights,IL","City",6,67,"Arlington Heights","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74094,NA,NA,"","","IL0160200","Arlington Heights",NA,"Midwest","East North Central","arlington heights","IL",73545,"city 50,000 thru 99,999",NA,NA,NA,NA,74094,"Arlington Heights, IL","City","IL","IL"
"Arlington,TX,City","Arlington",3,43,44,79,159,755,106,2017,1,"Arlington,TX","City",169,1020,"Arlington","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",394799,NA,NA,"","","TX2200100","Arlington",NA,"South","West South Central","arlington","TX",399840,"city 250,000 thru 499,999",NA,NA,NA,NA,394799,"Arlington, TX","City","TX","TX"
"Arlington,VA,County","Arlington",0,4,7,14,20,221,25,2021,2,"Arlington,VA","County",25,266,"Arlington","From VA","State UCR","Provided by State UCR Program",231844,NA,NA,"","","VA0070100","Arlington",NA,"South","South Atlantic","arlington county pd","VA",234449,"msa-county 100,000+",NA,NA,NA,NA,231844,"Arlington, VA","County","VA","VA"
"Arvada,CO,City","Arvada",0,8,7,10,19,225,29,2017,1,"Arvada,CO","City",25,273,"Arvada","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",120200,NA,NA,"","","CO0300100","Arvada",NA,"West","Mountain","arvada","CO",117704,"city 100,000 thru 249,999",NA,NA,NA,NA,120200,"Arvada, CO","City","CO","CO"
"Asheville,NC,City","Asheville",2,5,16,24,52,245,24,2017,1,"Asheville,NC","City",47,321,"Asheville","From NC","State UCR","Provided by State UCR Program",93471,NA,NA,"","","NC0110100","Asheville",NA,"South","South Atlantic","asheville","NC",95219,"city 50,000 thru 99,999",NA,NA,NA,NA,93471,"Asheville, NC","City","NC","NC"
"Atlanta,GA,City","Atlanta",12,NA,130,145,317,1224,267,2017,1,"Atlanta,GA","City",287,1808,"Atlanta","https://experience.arcgis.com/experience/d5dd2be2977d40acb340ef42f80671b8/","Agency RMS","Open Source",500212,NA,NA,"","","GAAPD0000","Atlanta",NA,"South","South Atlantic","atlanta","GA",475865,"city 500,000 thru 999,999",NA,NA,NA,NA,500212,"Atlanta, GA","City","GA","GA"
"Aurora,CO,City","Aurora",0,1,3,17,26,181,28,2017,1,"Aurora,CO","City",21,235,"Aurora","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",396976,NA,NA,"","","CO0010100","Aurora",NA,"West","Mountain","aurora","CO",337365,"city 250,000 thru 499,999",NA,NA,NA,NA,396976,"Aurora, CO","City","CO","CO"
"Austin,TX,City","Austin",1,67,69,180,414,2165,177,2017,1,"Austin,TX","City",317,2756,"Austin","https://data.austintexas.gov/Public-Safety/Crime-Reports/fdj4-gpfu/explore/query/SELECT%0A%20%20%60incident_report_number%60%2C%0A%20%20%60crime_type%60%2C%0A%20%20%60ucr_code%60%2C%0A%20%20%60family_violence%60%2C%0A%20%20%60occ_date_time%60%2C%0A%20%20%60occ_date%60%2C%0A%20%20%60occ_time%60%2C%0A%20%20%60rep_date_time%60%2C%0A%20%20%60rep_date%60%2C%0A%20%20%60rep_time%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60district%60%2C%0A%20%20%60clearance_status%60%2C%0A%20%20%60clearance_date%60%2C%0A%20%20%60ucr_category%60%2C%0A%20%20%60category_description%60%2C%0A%20%20%60census_block_group%60%0AWHERE%20caseless_ne%28%60ucr_category%60%2C%20%22%22%29/page/filter","Agency RMS","Open Source",978816,NA,NA,"","","TX2270100","Austin",NA,"South","West South Central","austin","TX",913699,"city 500,000 thru 999,999",NA,NA,NA,NA,978816,"Austin, TX","City","TX","TX"
"Avondale,AZ,City","Avondale",0,4,8,12,50,208,17,2017,1,"Avondale,AZ","City",24,275,"Avondale","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",92661,NA,NA,"","","AZ0070100","Avondale",NA,"West","Mountain","avondale","AZ",94911,"city 50,000 thru 99,999",NA,NA,NA,NA,92661,"Avondale, AZ","City","AZ","AZ"
"Bakersfield,CA,City","Bakersfield",1,4,61,74,285,967,284,2017,1,"Bakersfield,CA","City",140,1536,"Bakersfield","https://www.bakersfieldcity.us/","Agency Aggregated","Provided by Agency",413409,NA,NA,"","","CA0150200","Bakersfield",NA,"West","Pacific","bakersfield","CA",416120,"city 250,000 thru 499,999",NA,NA,NA,NA,413409,"Bakersfield, CA","City","CA","CA"
"Baldwin Park,CA,City","Baldwin Park",0,4,8,16,37,77,30,2017,1,"Baldwin Park,CA","City",28,144,"Baldwin Park","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",67791,NA,NA,"","","CA0190600","Baldwin Park",NA,"West","Pacific","baldwin park","CA",67791,"city 50,000 thru 99,999",NA,NA,NA,NA,68230,"Baldwin Park, CA","City","CA","CA"
"Baltimore,MD,City","Baltimore",32,31,586,580,736,1453,498,2017,1,"Baltimore,MD","City",1229,2687,"Baltimore","https://data.baltimorecity.gov/datasets/part-1-crime-data/explore","Agency RMS","Open Source",565192,NA,NA,"","","MDBPD0000","Baltimore",NA,"South","South Atlantic","baltimore","MD",566632,"city 500,000 thru 999,999",NA,NA,NA,NA,565192,"Baltimore, MD","City","MD","MD"
"Baltimore,MD,County","Baltimore",2,24,174,214,363,1473,189,2017,1,"Baltimore,MD","County",414,2025,"Baltimore","https://opendata.baltimorecountymd.gov/pages/dash","Agency Aggregated","Open Source",845222,NA,NA,"","","MD0030100","Baltimore",NA,"South","South Atlantic","baltimore county pol dep","MD",852726,"msa-county 100,000+",NA,NA,NA,NA,845222,"Baltimore, MD","County","MD","MD"
"Bartlett,TN,City","Bartlett",0,1,1,15,7,56,4,2017,1,"Bartlett,TN","City",17,67,"Bartlett","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",56324,NA,NA,"","","TN0790600","Bartlett",NA,"South","East South Central","bartlett","TN",55494,"city 50,000 thru 99,999",NA,NA,NA,NA,56324,"Bartlett, TN","City","TN","TN"
"Battle Creek,MI,City","Battle Creek",0,9,9,32,39,109,9,2017,1,"Battle Creek,MI","City",50,157,"Battle Creek","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",60969,NA,NA,"","","MI1323700","Battle Creek",NA,"Midwest","East North Central","battle creek","MI",61163,"city 50,000 thru 99,999",NA,NA,NA,NA,60969,"Battle Creek, MI","City","MI","MI"
"Baytown,TX,City","Baytown",0,3,18,10,44,160,29,2017,1,"Baytown,TX","City",31,233,"Baytown","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",83809,NA,NA,"","","TX1010100","Baytown",NA,"South","West South Central","baytown","TX",78692,"city 50,000 thru 99,999",NA,NA,NA,NA,83809,"Baytown, TX","City","TX","TX"
"Beaumont,CA,City","Beaumont",0,2,0,7,10,55,11,2017,1,"Beaumont,CA","City",9,76,"Beaumont","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",60294,NA,NA,"","","CA0330200","Beaumont",NA,"West","Pacific","beaumont","CA",60294,"city 50,000 thru 99,999",NA,NA,NA,NA,57819,"Beaumont, CA","City","CA","CA"
"Beaumont,TX,City","Beaumont",2,11,38,58,132,293,24,2017,1,"Beaumont,TX","City",109,449,"Beaumont","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",110671,NA,NA,"","","TX1230100","Beaumont",NA,"South","West South Central","beaumont","TX",111320,"city 100,000 thru 249,999",NA,NA,NA,NA,110671,"Beaumont, TX","City","TX","TX"
"Beaverton,OR,City","Beaverton",0,3,5,6,20,109,18,2017,1,"Beaverton,OR","City",14,147,"Beaverton","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",96840,NA,NA,"","","OR0340100","Beaverton",NA,"West","Pacific","beaverton","OR",96762,"city 50,000 thru 99,999",NA,NA,NA,NA,96840,"Beaverton, OR","City","OR","OR"
"Bellevue,NE,City","Bellevue",0,3,0,1,9,41,11,2017,1,"Bellevue,NE","City",4,61,"Bellevue","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",62372,NA,NA,"","","NB0770100","Bellevue",NA,"Midwest","West North Central","bellevue","NE",63510,"city 50,000 thru 99,999",NA,NA,NA,NA,62372,"Bellevue, NE","City","NE","NE"
"Bellingham,WA,City","Bellingham",0,NA,7,NA,NA,273,17,2017,1,"Bellingham,WA","City",7,290,"Bellingham","https://cob.org/gov/dept/police/news-police/crime-stats","Agency Aggregated","Open Source",94968,NA,NA,"","","WA0370100","Bellingham",NA,"West","Pacific","bellingham","WA",95717,"city 50,000 thru 99,999",NA,NA,NA,NA,94968,"Bellingham, WA","City","WA","WA"
"Bend,OR,City","Bend",0,4,3,6,28,158,12,2017,1,"Bend,OR","City",13,198,"Bend","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",105099,NA,NA,"","","OR0090100","Bend",NA,"West","Pacific","bend","OR",106241,"city 100,000 thru 249,999",NA,NA,NA,NA,105099,"Bend, OR","City","OR","OR"
"Bentonville,AR,City","Bentonville",2,5,1,5,5,52,6,2017,1,"Bentonville,AR","City",13,63,"Bentonville","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",61109,NA,NA,"","","AR0040100","Bentonville",NA,"South","West South Central","bentonville","AR",61109,"city 50,000 thru 99,999",NA,NA,NA,101,59465,"Bentonville, AR","City","AR","AR"
"Berkeley,SC,County","Berkeley",1,2,2,17,48,147,25,2017,2,"Berkeley,SC","County",22,220,"Berkeley","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",142756,NA,NA,"","","SC0080000","Berkeley",NA,"South","South Atlantic","berkeley","SC",150616,"msa-county 100,000+",NA,NA,NA,NA,142756,"Berkeley, SC","County","SC","SC"
"Bethlehem,PA,City","Bethlehem",0,1,8,35,18,90,3,2017,1,"Bethlehem,PA","City",44,111,"Bethlehem","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",78606,NA,NA,"Inferred Dec 2019 from annual average","","PA0480300","Bethlehem",NA,"Northeast","Middle Atlantic","bethlehem","PA",59181,"city 50,000 thru 99,999",NA,NA,NA,NA,78606,"Bethlehem, PA","City","PA","PA"
"Billings,MT,City","Billings",0,7,6,25,44,358,40,2017,1,"Billings,MT","City",38,442,"Billings","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",121365,NA,NA,"","","MT0560100","Billings",NA,"West","Mountain","billings","MT",122105,"city 100,000 thru 249,999",NA,NA,NA,NA,121365,"Billings, MT","City","MT","MT"
"Birmingham,AL,City","Birmingham",5,NA,NA,NA,NA,NA,NA,2017,1,"Birmingham,AL","City",5,0,"Birmingham","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",195224,NA,NA,"","","AL0010200","Birmingham",NA,"South","East South Central","birmingham","AL",193470,"city 100,000 thru 249,999",NA,NA,NA,102,195224,"Birmingham, AL","City","AL","AL"
"Bismarck,ND,City","Bismarck",0,4,2,27,34,119,26,2017,1,"Bismarck,ND","City",33,179,"Bismarck","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",74802,NA,NA,"","","ND0080100","Bismarck",NA,"Midwest","West North Central","bismarck","ND",75546,"city 50,000 thru 99,999",NA,NA,NA,NA,74802,"Bismarck, ND","City","ND","ND"
"Blaine,MN,City","Blaine",0,0,1,0,2,72,8,2025,6,"Blaine,MN","City",1,82,"Blaine","https://cde.state.mn.us/","State UCR","Open Source",72384,NA,NA,"","","MN0020200","Blaine",NA,"Midwest","West North Central","blaine","MN",74913,"city 50,000 thru 99,999",NA,NA,NA,NA,72384,"Blaine, MN","City","MN","MN"
"Bloomfield,NJ,City","Bloomfield",0,0,2,1,8,44,10,2017,1,"Bloomfield,NJ","City",3,62,"Bloomfield","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55161,NA,NA,"Inferred Jan - Mar 2021 from annual total","","NJ0070200","Bloomfield",NA,"Northeast","Middle Atlantic","bloomfield","NJ",55161,"city 50,000 thru 99,999",NA,NA,NA,NA,53181,"Bloomfield, NJ","City","NJ","NJ"
"Bloomington,MN,City","Bloomington",0,5,3,9,25,249,37,2021,10,"Bloomington,MN","City",17,311,"Bloomington","https://cde.state.mn.us/","State UCR","Open Source",86793,NA,NA,"","","MN0270100","Bloomington",NA,"Midwest","West North Central","bloomington","MN",86598,"city 50,000 thru 99,999",NA,NA,NA,NA,86793,"Bloomington, MN","City","MN","MN"
"Blue Springs,MO,City","Blue Springs",0,1,0,8,13,109,7,2017,1,"Blue Springs,MO","City",9,129,"Blue Springs","https://showmecrime.mo.gov/","State UCR","Open Source",59896,NA,NA,"","","MO0480100","Blue Springs",NA,"Midwest","West North Central","blue springs","MO",61096,"city 50,000 thru 99,999",NA,NA,NA,NA,59896,"Blue Springs, MO","City","MO","MO"
"Bolingbrook,IL,City","Bolingbrook",0,0,2,11,7,56,10,2017,1,"Bolingbrook,IL","City",13,73,"Bolingbrook","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",74138,NA,NA,"","","IL0990200","Bolingbrook",NA,"Midwest","East North Central","bolingbrook","IL",72708,"city 50,000 thru 99,999",NA,NA,NA,NA,74138,"Bolingbrook, IL","City","IL","IL"
"Boone,KY,County","Boone",0,1,0,3,15,42,3,2017,2,"Boone,KY","County",4,60,"Boone","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",107867,NA,NA,"","","KY0080000","Boone",NA,"South","East South Central","boone","KY",110398,"msa-county 100,000+",NA,NA,NA,NA,107867,"Boone, KY","County","KY","KY"
"Boston,MA,City","Boston",5,34,152,219,169,940,131,2017,1,"Boston,MA","City",410,1240,"Boston","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",642823,NA,NA,"","","MA0130100","Boston",NA,"Northeast","New England","boston","MA",659049,"city 500,000 thru 999,999",NA,NA,NA,NA,642823,"Boston, MA","City","MA","MA"
"Boulder,CO,City","Boulder",0,3,5,17,34,197,29,2017,1,"Boulder,CO","City",25,260,"Boulder","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",104232,NA,NA,"","","CO0070100","Boulder",NA,"West","Mountain","boulder","CO",105195,"city 100,000 thru 249,999",NA,NA,NA,NA,104232,"Boulder, CO","City","CO","CO"
"Bowie,MD,City","Bowie",3,0,7,7,6,72,11,2017,1,"Bowie,MD","City",17,89,"Bowie","https://www.mwcog.org/public-safety-and-homeland-security/data-and-tools/crime-dashboard/","Agency Aggregated","Open Source",56678,NA,NA,"","","MD0174100","Bowie",NA,"South","South Atlantic","bowie","MD",56929,"city 50,000 thru 99,999",NA,NA,NA,NA,56678,"Bowie, MD","City","MD","MD"
"Bozeman,MT,City","Bozeman",0,4,1,9,3,115,14,2017,1,"Bozeman,MT","City",14,132,"Bozeman","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",58509,NA,NA,"","","MT0160100","Bozeman",NA,"West","Mountain","bozeman","MT",58509,"city 50,000 thru 99,999",NA,NA,NA,NA,57424,"Bozeman, MT","City","MT","MT"
"Brazoria,TX,County","Brazoria",0,4,5,7,34,53,13,2017,1,"Brazoria,TX","County",16,100,"Brazoria","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",132229,NA,NA,"","","TX0200000","Brazoria",NA,"South","West South Central","brazoria","TX",141817,"msa-county 100,000+",NA,NA,NA,NA,132229,"Brazoria, TX","County","TX","TX"
"Brentwood,CA,City","Brentwood",0,3,5,10,32,99,9,2017,1,"Brentwood,CA","City",18,140,"Brentwood","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",66976,NA,NA,"","","CA0070200","Brentwood",NA,"West","Pacific","brentwood","CA",65352,"city 50,000 thru 99,999",NA,NA,NA,NA,66976,"Brentwood, CA","City","CA","CA"
"Bristol,CT,City","Bristol",1,0,1,2,14,38,6,2017,1,"Bristol,CT","City",4,58,"Bristol","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",61609,NA,NA,"","","CT0001700","Bristol",NA,"Northeast","New England","bristol","CT",61895,"city 50,000 thru 99,999",NA,NA,NA,NA,61609,"Bristol, CT","City","CT","CT"
"Brockton,MA,City","Brockton",2,10,12,53,37,132,20,2017,1,"Brockton,MA","City",77,189,"Brockton","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",108938,NA,NA,"","","MA0120300","Brockton",NA,"Northeast","New England","brockton","MA",106650,"city 100,000 thru 249,999",NA,NA,NA,NA,108938,"Brockton, MA","City","MA","MA"
"Broken Arrow,OK,City","Broken Arrow",0,2,5,6,43,140,16,2017,1,"Broken Arrow,OK","City",13,199,"Broken Arrow","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",98264,NA,NA,"","","OK0720100","Broken Arrow",NA,"South","West South Central","broken arrow","OK",98264,"city 100,000 thru 249,999",NA,NA,NA,NA,119959,"Broken Arrow, OK","City","OK","OK"
