"agency_name","state_name","is_county","address","lat","long","population","source_type","source_method","state_ucr_link","national_sample"
"Greenville County","South Carolina",TRUE,"Greenville County, South Carolina",34.8550021,-82.3356457,390870,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Greenwich","Connecticut",FALSE,"Greenwich, Connecticut",41.0264862,-73.6284598,64915,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Greenwood","Indiana",FALSE,"Greenwood, Indiana",39.6136987,-86.1095429,69268,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Gresham","Oregon",FALSE,"Gresham, Oregon",45.4978623,-122.4329883,110776,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",TRUE
"Guilford County","North Carolina",TRUE,"Guilford County, North Carolina",36.0875688,-79.7888515,132642,"State UCR","Provided by State UCR Program","From NC",FALSE
"Hall County","Georgia",TRUE,"Hall County, Georgia",34.2905901,-83.8194028,152703,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Hamden","Connecticut",FALSE,"Hamden, Connecticut",41.3836233,-72.9020069,61706,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Hamilton Township","New Jersey",FALSE,"Hamilton Township, New Jersey",40.2113211,-74.6858335,28970,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Hamilton","Ohio",FALSE,"Hamilton, Ohio",39.2085354,-84.5501874,64088,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",TRUE
"Hamilton County","Ohio",TRUE,"Hamilton County, Ohio",39.2085354,-84.5501874,120595,"State UCR","Provided by State UCR Program","From OH",FALSE
"Hamilton County","Tennessee",TRUE,"Hamilton County, Tennessee",35.1755638,-85.1940792,127498,"State UCR","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Hammond","Indiana",FALSE,"Hammond, Indiana",41.6173959,-87.5220108,75605,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",FALSE
"Hampton","Virginia",FALSE,"Hampton, Virginia",37.0264414,-76.3442846,138041,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Hanover County","Virginia",TRUE,"Hanover County, Virginia",37.744783,-77.4464165,108941,"State UCR","Provided by State UCR Program","From VA",TRUE
"Harlingen","Texas",FALSE,"Harlingen, Texas",26.1907543,-97.6960599,72282,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Harris County","Texas",TRUE,"Harris County, Texas",29.8119769,-95.3741247,2178104,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Harrisburg","Pennsylvania",FALSE,"Harrisburg, Pennsylvania",40.2663107,-76.8861122,50789,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Harrisonburg","Virginia",FALSE,"Harrisonburg, Virginia",38.4493315,-78.8688833,51165,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Hartford","Connecticut",FALSE,"Hartford, Connecticut",41.764582,-72.6908547,122548,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Haverford","Pennsylvania",FALSE,"Haverford, Pennsylvania",40.0129191,-75.2966948,51486,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Haverhill","Massachusetts",FALSE,"Haverhill, Massachusetts",42.7777829,-71.0767724,68267,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Hays County","Texas",TRUE,"Hays County, Texas",30.0447901,-98.0393127,138997,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Hayward","California",FALSE,"Hayward, California",37.6688205,-122.080796,157399,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Hempstead Village","New York",FALSE,"Hempstead Village, New York",40.6818205,-73.6230681,59748,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Henderson","Nevada",FALSE,"Henderson, Nevada",36.0319602,-114.9822716,358366,"State UCR","Open Source","https://nevadacrimestats.nv.gov/public/View/dispview.aspx",TRUE
"Hendersonville","Tennessee",FALSE,"Hendersonville, Tennessee",36.3049177,-86.621443,64413,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Henrico County","Virginia",TRUE,"Henrico County, Virginia",37.5131191,-77.3465081,340544,"State UCR","Provided by State UCR Program","From VA",TRUE
"Henry County","Georgia",TRUE,"Henry County, Georgia",33.4519942,-84.1367771,172380,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Hidalgo County","Texas",TRUE,"Hidalgo County, Texas",26.3530256,-98.216445,260330,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"High Point","North Carolina",FALSE,"High Point, North Carolina",35.9556924,-80.0053176,111595,"State UCR","Provided by State UCR Program","From NC",TRUE
"Hillsboro","Oregon",FALSE,"Hillsboro, Oregon",45.5228939,-122.989827,111167,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",TRUE
"Hoboken","New Jersey",FALSE,"Hoboken, New Jersey",40.7433066,-74.0323752,58889,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Honolulu","Hawaii",FALSE,"Honolulu, Hawaii",21.304547,-157.855676,987000,"Agency Aggregated","Open Source","https://www.honolulupd.org/dashboard/crime-by-category/",TRUE
"Horry County","South Carolina",TRUE,"Horry County, South Carolina",33.9204504,-78.9578973,326262,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Houston","Texas",FALSE,"Houston, Texas",29.7589382,-95.3676974,2362928,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Howard County","Maryland",TRUE,"Howard County, Maryland",39.2305289,-76.9166241,340315,"Agency Aggregated","Open Source","https://app.powerbigov.us/view?r=eyJrIjoiODhkYzI0OGUtYzUwZi00OWYzLThmNmYtMDhjNTQwMDJiOTc5IiwidCI6IjA1MzgxMzA4LTAzNjYtNGJiNy1hOTViLTk1MzA0YmQxMWE1OCJ9",TRUE
"Huntersville","North Carolina",FALSE,"Huntersville, North Carolina",35.4108278,-80.8429304,68534,"State UCR","Provided by State UCR Program","From NC",TRUE
"Idaho Falls","Idaho",FALSE,"Idaho Falls, Idaho",43.4887907,-112.03628,70454,"State UCR","Open Source","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",TRUE
"Independence","Missouri",FALSE,"Independence, Missouri",39.0924792,-94.4137923,121329,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Indianapolis","Indiana",FALSE,"Indianapolis, Indiana",39.7683331,-86.1583502,887131,"Agency Aggregated","Provided by Agency","https://www.indy.gov/agency/indianapolis-metropolitan-police-department",TRUE
"Iowa City","Iowa",FALSE,"Iowa City, Iowa",41.6612561,-91.5299106,77166,"Crime Data Explorer","Provided by Agency","From IA",TRUE
"Iredell County","North Carolina",TRUE,"Iredell County, North Carolina",35.8101636,-80.8805593,120444,"State UCR","Provided by State UCR Program","From NC",TRUE
"Irvine","California",FALSE,"Irvine, California",33.6856969,-117.825981,321339,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Irving","Texas",FALSE,"Irving, Texas",32.8295183,-96.9442177,258220,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Jackson","Tennessee",FALSE,"Jackson, Tennessee",35.6144446,-88.8177418,69583,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Jacksonville","Florida",FALSE,"Jacksonville, Florida",30.3262247,-81.6579179,1008920,"Crime Data Explorer","Open Source","https://experience.arcgis.com/experience/19c13ac6071947d2aaacf73586e3886e",TRUE
"Jacksonville","North Carolina",FALSE,"Jacksonville, North Carolina",34.7509962,-77.4309829,70256,"State UCR","Provided by State UCR Program","From NC",FALSE
"Janesville","Wisconsin",FALSE,"Janesville, Wisconsin",42.6829765,-89.0226793,66624,"State UCR","Provided by State UCR Program","From WI",TRUE
"Jefferson County","Colorado",TRUE,"Jefferson County, Colorado",39.5699803,-105.2561919,197128,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",TRUE
"Jefferson Parish","Louisiana",FALSE,"Jefferson Parish, Louisiana",29.8502657,-90.1293894,327213,"Agency Aggregated","Open Source","https://jpso.com/Archive.aspx?AMID=38",TRUE
"Jefferson County","Missouri",TRUE,"Jefferson County, Missouri",38.267166,-90.5721889,168412,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Jeffersonville","Indiana",FALSE,"Jeffersonville, Indiana",38.2770227,-85.7371604,53783,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",FALSE
"Jersey City","New Jersey",FALSE,"Jersey City, New Jersey",40.7215682,-74.047455,305249,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Johns Creek","Georgia",FALSE,"Johns Creek, Georgia",34.0181557,-84.190196,80930,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Johnson City","Tennessee",FALSE,"Johnson City, Tennessee",36.3167671,-82.352903,72020,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Johnston County","North Carolina",TRUE,"Johnston County, North Carolina",35.5285816,-78.3768021,188715,"State UCR","Provided by State UCR Program","From NC",TRUE
"Jonesboro","Arkansas",FALSE,"Jonesboro, Arkansas",35.8348088,-90.7045297,83296,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Joplin","Missouri",FALSE,"Joplin, Missouri",37.0841838,-94.5133385,46093,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Kalamazoo","Michigan",FALSE,"Kalamazoo, Michigan",42.291707,-85.5872286,73244,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Kalamazoo County","Michigan",TRUE,"Kalamazoo County, Michigan",42.2494968,-85.5372797,105442,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Kannapolis","North Carolina",FALSE,"Kannapolis, North Carolina",35.4979605,-80.6240008,50384,"State UCR","Provided by State UCR Program","From NC",TRUE
"Kansas City","Missouri",FALSE,"Kansas City, Missouri",39.100105,-94.5781416,317692,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Kaufman County","Texas",TRUE,"Kaufman County, Texas",32.601641,-96.3375126,117526,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Kenosha","Wisconsin",FALSE,"Kenosha, Wisconsin",42.5846773,-87.8212263,99483,"State UCR","Provided by State UCR Program","From WI",TRUE
"Kent County","Michigan",TRUE,"Kent County, Michigan",43.0024013,-85.5502718,270333,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Kentwood","Michigan",FALSE,"Kentwood, Michigan",42.8694731,-85.6447492,54895,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",FALSE
"Kettering","Ohio",FALSE,"Kettering, Ohio",39.6895036,-84.1688274,56102,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Killeen","Texas",FALSE,"Killeen, Texas",31.1171441,-97.727796,162382,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Kingsport","Tennessee",FALSE,"Kingsport, Tennessee",36.550238,-82.5594293,54621,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Knox County","Tennessee",TRUE,"Knox County, Tennessee",35.9859998,-83.9375598,313481,"State UCR","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Knoxville","Tennessee",FALSE,"Knoxville, Tennessee",35.9603948,-83.9210261,200645,"Crime Data Explorer","Provided by Agency","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Kokomo","Indiana",FALSE,"Kokomo, Indiana",40.4864444,-86.1336351,60224,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",FALSE
"Kyle","Texas",FALSE,"Kyle, Texas",29.9892928,-97.8772103,71858,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"La Crosse","Wisconsin",FALSE,"La Crosse, Wisconsin",43.8122836,-91.2514355,50663,"State UCR","Provided by State UCR Program","From WI",TRUE
"La Mesa","California",FALSE,"La Mesa, California",32.7678288,-117.0230839,60686,"Agency Aggregated","Open Source","https://crimestats.arjis.org/default.aspx",TRUE
"Lafayette","Louisiana",FALSE,"Lafayette, Louisiana",30.2262187,-92.0178202,122489,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Laguna Niguel","California",FALSE,"Laguna Niguel, California",33.5225261,-117.7075526,63502,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lake Charles","Louisiana",FALSE,"Lake Charles, Louisiana",30.2305095,-93.2169807,80280,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lake Havasu City","Arizona",FALSE,"Lake Havasu City, Arizona",34.4775296,-114.3379972,59462,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Lakeville","Minnesota",FALSE,"Lakeville, Minnesota",44.650051,-93.2432791,80095,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Lakewood","Colorado",FALSE,"Lakewood, Colorado",39.7085736,-105.0846694,157016,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",FALSE
"Lakewood","Ohio",FALSE,"Lakewood, Ohio",41.4819932,-81.7981908,49178,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Lancaster","Pennsylvania",FALSE,"Lancaster, Pennsylvania",40.0379958,-76.3056707,58569,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Lancaster County","South Carolina",TRUE,"Lancaster County, South Carolina",34.6628067,-80.700546,106128,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lansing","Michigan",FALSE,"Lansing, Michigan",42.7338254,-84.5546295,109672,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Laredo","Texas",FALSE,"Laredo, Texas",27.5079211,-99.5069834,262723,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Las Vegas","Nevada",FALSE,"Las Vegas, Nevada",36.1674263,-115.1484131,1712136,"Agency RMS","Open Source","https://opendata-lvmpd.hub.arcgis.com/",TRUE
"Lawrence","Massachusetts",FALSE,"Lawrence, Massachusetts",42.7070354,-71.1631137,89201,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Layton","Utah",FALSE,"Layton, Utah",41.0751048,-111.9741925,84936,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"League City","Texas",FALSE,"League City, Texas",29.5074538,-95.0949303,116779,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Leander","Texas",FALSE,"Leander, Texas",30.5736134,-97.8567339,82879,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Lee's Summit","Missouri",FALSE,"Lee's Summit, Missouri",38.9107156,-94.3821295,104880,"State UCR","Open Source","https://showmecrime.mo.gov/",FALSE
"Lenexa","Kansas",FALSE,"Lenexa, Kansas",38.9697458,-94.7845837,59913,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lewisville","Texas",FALSE,"Lewisville, Texas",33.046233,-96.994174,137042,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Lexington","Kentucky",FALSE,"Lexington, Kentucky",38.0464066,-84.4970393,330994,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lexington County","South Carolina",TRUE,"Lexington County, South Carolina",33.8986841,-81.275054,238755,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lincoln","California",FALSE,"Lincoln, California",38.8915741,-121.29318,57962,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Lincoln","Nebraska",FALSE,"Lincoln, Nebraska",40.8088861,-96.7077751,302860,"State UCR","Open Source","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082",TRUE
"Little Elm","Texas",FALSE,"Little Elm, Texas",33.1626194,-96.9375051,65337,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Little Rock","Arkansas",FALSE,"Little Rock, Arkansas",34.7465071,-92.2896267,205320,"Agency Aggregated","Open Source","https://www.littlerock.gov/media/21988/part-i-offenses-by-month.pdf",TRUE
"Livermore","California",FALSE,"Livermore, California",37.6820583,-121.768053,84137,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Livingston Parish","Louisiana",FALSE,"Livingston Parish, Louisiana",30.4158699,-90.7189344,138874,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Livingston County","Michigan",TRUE,"Livingston County, Michigan",42.5924563,-83.9147925,129867,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Livonia","Michigan",FALSE,"Livonia, Michigan",42.36837,-83.3527097,92547,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Logan","Utah",FALSE,"Logan, Utah",41.7313063,-111.834914,57792,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"Long Beach","California",FALSE,"Long Beach, California",33.7690164,-118.191604,447317,"Agency Aggregated","Open Source","https://www.longbeach.gov/police/crime-info/crime-statistics/",TRUE
"Longmont","Colorado",FALSE,"Longmont, Colorado",40.1672117,-105.101928,98654,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",FALSE
"Longview","Texas",FALSE,"Longview, Texas",32.5007031,-94.74049,81717,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Lorain","Ohio",FALSE,"Lorain, Ohio",41.2633554,-82.1734746,65882,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",TRUE
"Los Angeles","California",FALSE,"Los Angeles, California",34.0536909,-118.242766,3874484,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Los Angeles County","California",TRUE,"Los Angeles County, California",34.3155072,-118.209681,945223,"Agency Aggregated","Open Source","https://lasd.org/transparency/part1and2crimedata/#part1",TRUE
"Loudoun County","Virginia",TRUE,"Loudoun County, Virginia",39.0984586,-77.6705008,390033,"State UCR","Provided by State UCR Program","From VA",TRUE
"Louisville","Kentucky",FALSE,"Louisville, Kentucky",38.2542376,-85.759407,691630,"Agency RMS","Open Source","https://data.louisvilleky.gov/search?tags=lmpd",TRUE
"Loveland","Colorado",FALSE,"Loveland, Colorado",40.3977612,-105.07498,82330,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",FALSE
"Lowell","Massachusetts",FALSE,"Lowell, Massachusetts",42.6414437,-71.3085329,121283,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Lower Merion","Pennsylvania",FALSE,"Lower Merion, Pennsylvania",40.0175203,-75.3191122,64974,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Lower Paxton","Pennsylvania",FALSE,"Lower Paxton, Pennsylvania",40.3364576,-76.7987828,55909,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Lubbock","Texas",FALSE,"Lubbock, Texas",33.5855677,-101.8470215,275713,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Lynchburg","Virginia",FALSE,"Lynchburg, Virginia",37.4137536,-79.1422464,80846,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Lynn","Massachusetts",FALSE,"Lynn, Massachusetts",42.466763,-70.9494939,103819,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Macomb County","Michigan",TRUE,"Macomb County, Michigan",42.6741189,-82.902901,192263,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Madera","California",FALSE,"Madera, California",37.1716264,-119.7737991,69753,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Madison","Wisconsin",FALSE,"Madison, Wisconsin",43.07469,-89.3841663,287992,"State UCR","Provided by State UCR Program","From WI",TRUE
"Malden","Massachusetts",FALSE,"Malden, Massachusetts",42.4268484,-71.0683741,66677,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Manchester","Connecticut",FALSE,"Manchester, Connecticut",41.7834017,-72.5231973,60061,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",TRUE
"Manchester","New Hampshire",FALSE,"Manchester, New Hampshire",42.9956397,-71.4547891,116606,"Agency Aggregated","Open Source","https://www.manchesternh.gov/Departments/Police/Administrative-Division/Crime-Analysis/Interactive-Data-Dashboards",TRUE
"Mansfield","Texas",FALSE,"Mansfield, Texas",32.563487,-97.1420308,76661,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Manteca","California",FALSE,"Manteca, California",37.7986184,-121.2117148,97039,"Agency Aggregated","Open Source","https://www.manteca.gov/departments/police-department/crime-information",TRUE
"Maple Grove","Minnesota",FALSE,"Maple Grove, Minnesota",45.0984983,-93.4419222,73363,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Marana","Arizona",FALSE,"Marana, Arizona",32.4483736,-111.211475,65094,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Maricopa","Arizona",FALSE,"Maricopa, Arizona",33.34883,-112.49123,81890,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",TRUE
"Marietta","Georgia",FALSE,"Marietta, Georgia",33.9528472,-84.5496148,63657,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"McAllen","Texas",FALSE,"McAllen, Texas",26.204114,-98.2300605,150422,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Mckinney","Texas",FALSE,"Mckinney, Texas",33.1976496,-96.6154471,235731,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Medford","Massachusetts",FALSE,"Medford, Massachusetts",42.4184296,-71.1061639,59842,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Medford","Oregon",FALSE,"Medford, Oregon",42.3264181,-122.8718605,86298,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",TRUE
"Memphis","Tennessee",FALSE,"Memphis, Tennessee",35.146026,-90.0517786,606629,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Merced","California",FALSE,"Merced, California",37.1641544,-120.7678602,98482,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Meriden","Connecticut",FALSE,"Meriden, Connecticut",41.5381803,-72.8026908,60906,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Meridian","Idaho",FALSE,"Meridian, Idaho",43.6086295,-116.392326,145320,"State UCR","Open Source","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",TRUE
"Mesa","Arizona",FALSE,"Mesa, Arizona",33.4151005,-111.831455,519990,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",TRUE
"Mesquite","Texas",FALSE,"Mesquite, Texas",32.7666103,-96.599472,149974,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Methuen","Massachusetts",FALSE,"Methuen, Massachusetts",42.7262016,-71.1908924,54591,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Miami Beach","Florida",FALSE,"Miami Beach, Florida",25.7929198,-80.1353006,83453,"Agency Aggregated","Open Source","https://www.miamibeachfl.gov/yourmbpd/monthlycrimesdatareport/",TRUE
"Miami","Florida",FALSE,"Miami, Florida",25.7741566,-80.1935973,498792,"Agency RMS","Open Source","https://www.miami-police.org/Records-Data_Download_Files.html",TRUE
"Middletown","Ohio",FALSE,"Middletown, Ohio",39.516644,-84.4041725,48611,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Midland","Texas",FALSE,"Midland, Texas",31.83688,-102.0103767,146395,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Midwest City","Oklahoma",FALSE,"Midwest City, Oklahoma",35.4495097,-97.3967025,58515,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Milford","Connecticut",FALSE,"Milford, Connecticut",41.2222218,-73.0570603,53760,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Millcreek","Pennsylvania",FALSE,"Millcreek, Pennsylvania",42.1009734,-80.020827,52826,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Milpitas","California",FALSE,"Milpitas, California",37.4332273,-121.8989248,79749,"Agency Aggregated","Open Source","https://www.milpitas.gov/1107/Crime-and-Incident-Data",TRUE
"Milwaukee","Wisconsin",FALSE,"Milwaukee, Wisconsin",43.0386475,-87.9090751,559717,"State UCR","Open Source","https://data.milwaukee.gov/dataset/wibr",TRUE
